index,Text,Negative?
13504,"['oh', 'saying', 'democrat', 'lost', 'tea', 'bagger', 'vote', 'lmao', 'bobble', 'head', 'morning', 'joe']",False
13517,"['obama', 'mocked', 'special', 'olympics', 'wendy', 'davis', 'mock', 'handicapped', 'ya', 'see', 'pattern', 'democrat', 'cot', 'unite', 'blue']",False
13518,"['obama', 'newly', 'released', 'gitmo', 'jihadi', 'ha', 'link', 'terrorist', 'syria', 'cot', 'pj', 'net']",False
13520,"['obamas', 'hellfire', 'missile', 'tend', 'vaporize', 'jihadis', 'unite', 'blue']",False
13522,"['och', 'hoe', 'wonderbaarlijk', 'dat', 'jan', 'het', 'alweer', 'met', 'n', 'marokkaanse', 'bner', 'aan', 'de', 'stok', 'heeft', 'na', 'fatima', 'lamyea', 'tofik', 'nu', 'ook', 'abdelka', 'te', 'min', 'gevonden']",False
13527,"['offensive', 'line', 'trash']",False
13529,"['official', 'jihadi', 'cockroach', 'booking', 'ticket', 'cruise', 'ship', 'syria']",False
13531,"['oh', 'forgot', 'lived', 'ghetto', 'hood', 'rats']",False
13534,"['oh', 'yahweh', 'hand', 'upon', 'shadow', 'hovers', 'mefor', 'sake', 'house', 'ysrahal', 'mock', 'day', 'long']",False
13538,"['oh', 'coon', 'bike', 'week', 'charlotte', 'ok', 'make', 'sense']",False
13540,"['oh', 'man', 'could', 'serious', 'first', 'ever', 'chanel', 'bag', 'contender', 'rt', 'grapecolored', 'chanel', 'bag']",False
13543,"['oh', 'wa', 'oreo', 'baked', 'chocolate', 'chip', 'cookie', 'surprise']",False
13552,"['oh', 'snap', 'im', 'realizing', 'skinny', 'tranny', 'jared', 'leto', 'hes', 'wo', 'unrecognizable', 'weight', 'loss', 'geez']",False
13559,"['oh', 'gonna', 'ruining', 'life', 'throwing', 'away', 'smoking', 'weed', 'test', 'score', 'higher', '   ', 'trash', 'life']",False
13569,"['ok', 'show', 'cartoon', 'network', 'complete', 'trash', 'stevm', 'universe', 'awesome']",False
13582,"['okay', 'maybe', 'every', 'los', 'angeles', 'evil', 'would', 'people', 'ive', 'encountered', 'trash', 'another', 'barely', 'human']",False
13594,"['omer', 'asik', 'trash', 'offensive', 'side', 'floor', 'dude', 'real', 'life', 'murky', 'doo', 'doo', 'water']",False
13610,"['omg', 'cutest', 'little', 'tinker', 'bell', 'ever']",False
13612,"['omg', 'mila', 'kunis', 'fing', 'hot', 'f', 'sarah', 'marshall', 'shes', 'like', 'bird', 'anorexic']",False
13614,"['omoide', 'yokocho', 'shinjuku', 'tokyo', 'japan', 'japón', 'lost', 'japan', 'miguel', 'michán']",False
13618,"['mission', 'find', 'zebra', 'cake']",False
13622,"['anniversary', 'isis', 'al', 'qaeda', 'supporter', 'claim', 'ben', 'laden', 'show', 'jihadi', 'authenticity', 'pathetic']",False
13623,"['secret', 'party', 'mission', 'live', 'tweaking', 'mock', 'fatpo']",False
13629,"['brainwork', 'done', 'pacemaker', 'medical', 'device', 'company', 'call', 'contract', 'tinker', 'toy', 'engineer', 'like', 'sc_troll', 'strib', 'pol']",False
13635,"['one', 'mans', 'trash', 'anothers', 'transformer']",False
13637,"['one', 'man', 'trash', 'another', 'man', 'treasure']",False
13638,"['one', 'man', 'trash', 'another', 'man', 'treasure', 'believe']",False
13639,"['one', 'tonights', 'dog', 'walk', 'sunset', 'aka', 'invisible', 'bird', 'wire', 'sunset', 'invisible', 'bird', 'wires']",False
13641,"['one', 'best', 'look', 'rt', 'charlie', 'wei', 'couple', 'month', 'ago', 'hanging', 'w', 'nelly']",False
13642,"['one', 'favorite', 'song', 'theres', 'man', 'shoreline', 'white', 'parakeet', 'trying', 'make', 'bird', 'go', 'home']",False
13646,"['one', 'great', 'treasure', 'living', 'san', 'diego', 'ready', 'access', 'mexican', 'twinkie', 'made', 'real', 'sugar', 'mexican', 'coca', 'cola']",False
13647,"['one', 'worlds', 'prominent', 'jihadi', 'forum', 'got', 'shut']",False
13659,"['american', 'degenerate', 'enough', 'honor', 'war', 'dead', 'barbecue', 'anyone', 'grill', 'memorial', 'day', 'trash']",False
13661,"['blood', 'satisfy', 'hungry', 'flame', 'r', 'hollor', 'charlie', 'brown']",False
13679,"['hick', 'town', 'walk', 'national', 'sport', 'bar', 'get', 'busch', 'light', 'smh']",False
13704,"['oops', 'freudian', 'slit']",False
13708,"['operation', 'ask', 'redhead', 'resolve', 'charlie', 'brown', 'rejected', 'peanuts', 'specials']",False
13709,"['dont', 'vote', 'cripple', 'amirite', 'bigot', 'mt', 'vote', 'vote', 'wendy', 'davis', 'governor', 'texas']",False
13710,"['im', 'vibing', 'ask', 'see', 'aux', 'cord', 'knowing', 'bout', 'play', 'trash']",False
13714,"['get', 'swept', 'motown', 'lol', 'yankees', 'tigers', 'mlb']",False
13716,['pollo'],False
13717,"['cant', 'afford', 'winter', 'clothes', 'rt', 'summer', 'hoe', 'winter', 'muslimah']",False
13719,"['music', 'trash']",False
13720,"['youre', 'neighborhood', 'rt', 'know', 'youre', 'mexcian', 'ghetto']",False
13723,"['oreo', 'ice', 'cream', 'sandwich']",False
13724,"['oreo', 'shake', 'want']",False
13725,"['oreo', 'milkshake', 'forever', 'remind']",False
13726,"['oreo', 'coffee', 'brunch', 'want']",False
13728,"['oreo', 'life']",False
13729,"['oriental', 'rug', 'cause', 'im', 'flyer', 'dove']",False
13731,"['oscar', 'taveras', 'went', 'yardie', 'nd', 'career', 'mlb', 'bat', 'stud']",False
13733,"['jihadi', 'news', 'isis', 'executed', 'kuwait', 'preacher', 'redha', 'lari', 'coz', 'wa', 'extreme', 'hampered', 'reconciliation', 'nusra', 'fatwa']",False
13736,"['female', 'guinea', 'pig', 'pregnant']",False
13738,"['day', 'care', 'im', 'taking', 'kitty', 'nap', 'hosers']",False
13743,"['overripe', 'eggplant', 'good', 'eats', 'uncle', 'tweet']",False
13744,"['philosophy', 'existentialism', 'depth', 'trash', 'pop', 'mtv', 'hottest', 'lana', 'del', 'rey']",False
13745,"['pnd', 'jigga', 'man']",False
13746,"['pollos', 'last', 'pollos', 'estaban', 'dando', 'vueltas', 'en', 'una', 'pollería', 'mientras', 'los', 'estaban', 'cocinando', 'last', 'cuando']",False
13747,"['psa', 'reduced', 'fat', 'oreo', 'waxy', 'dont', 'soften', 'properly', 'dunked', 'milk', 'stay', 'away', 'theyre', 'unnatural', 'dietsch', 'mi', 'et']",False
13748,"['paceys', 'told', 'flash', 'wa', 'touching', 'wa', 'turning', 'yellow', 'black']",False
13749,"['padre', 'yankee', 'angel', 'fan', 'need', 'stfu']",False
13753,"['palin', 'mock', 'obama', 'russia', 'rhetorically', 'asks', 'could', 'seen', 'coming', 'crowd', 'go', 'wild', 'cpac']",False
13754,"['panda', 'express', 'trash', 'wanted', 'chinese', 'didnt', 'feel', 'like', 'gettin', 'car']",False
13760,"['parent', 'television', 'council', 'scandal', 'sex', 'scene', 'charlie', 'brown', 'wa', 'ok']",False
13762,"['parody', 'jihadi', 'song', 'effective', 'asinine', 'muslim', 'condemn', 'humor', 'weapon']",False
13763,"['parson', 'trash']",False
13777,"['peace', 'friend', 'peace', 'enemy', 'dont', 'say', 'word', 'look', 'facebook', 'wall', 'one', 'best', 'friend', 'ever', 'wa', 'moor']",False
13780,"['penn', 'state', 'tryna', 'slant', 'screen', 'way', 'field', 'lol']",False
13783,"['people', 'uncivilized']",False
13787,"['people', 'angry', 'tonight', 'dis', 'tweeter', 'hard', 'colored', 'man', 'see', 'dis', 'anger', 'like', 'bein', 'waffle', 'house', 'mississippi']",False
13797,"['people', 'chose', 'country', 'city', 'miserable', 'trash', 'deserve', 'neither', 'respect', 'consideration', 'le', 'scum']",False
13798,"['people', 'dont', 'put', 'blinker', 'seriously', 'need', 'crash', 'pole', 'something', 'move', 'way', 'bitch']",False
13806,"['people', 'slam', 'brake', 'yellow', 'light', 'allowed', 'drive']",False
13807,"['people', 'trash', 'car', 'love', 'drive', 'fast', 'reckless']",False
13808,"['people', 'rt', 'picture', 'far', 'wide', 'reason', 'make', 'teabaggers', 'poor', 'spelling', 'really', 'angry']",False
13809,"['perhaps', 'ezra', 'miller', 'first', 'crack', 'toward', 'changing', 'regardless', 'whether', 'identifies', 'queer', 'gay']",False
13810,"['perhaps', 'im', 'diehard', 'yankee', 'fan', 'theres', 'point', 'watching', 'debacle', 'yankees', 'tigers', 'mlb', 'else', 'lol']",False
13811,"['permanent', 'slit', 'eyebrow', 'tumbled', 'bleacher', 'wa', 'little', 'stayed', 'er']",False
13816,"['phil', 'hughes', 'looking', 'like', 'phil', 'hughes', 'old', ' ', 'yankees', 'mlb']",False
13820,"['photo', 'check', 'background', 'spook']",False
13822,"['photo', 'giving', 'trailer', 'park', 'trash', 'transform', 'thursday', 'lady', 'kimora', 'vegas', 'queens', 'vegas', 'showgirls']",False
13833,"['photo', 'rest', 'peace', 'bad', 'boy', 'bad', 'advise', 'made', 'let', 'old', 'asian', 'dude', 'glue', 'sole']",False
13835,"['photo', 'anarchoqueer', 'anarchism', 'stand', 'social', 'order', 'based', 'free', 'grouping', 'individual']",False
13839,"['pic', 'circulating', 'jihadi', 'feed', 'claiming', 'isi', 'flag', 'top', 'mount', 'arafa', 'holiest', 'day', 'pilgrimage']",False
13845,"['pierce', 'wouldve', 'easily', 'drained', 'shot', 'u', 'hes', 'trash', 'smh']",False
13859,"['playing', 'show', 'lutsen', 'mn', 'pm', 'today', 'papa', 'charlies']",False
13867,"['please', 'stop', 'scoring', 'otherwise', 'wont', 'run', 'tomorrow', 'romero', 'yankees', 'bluejays', 'mlb']",False
13871,"['pm', 'u', 'use', 'word', 'use', 'ex', 'sweg', 'pm', 'yid', 'nid', 'dating']",False
13873,"['polite', 'yet', 'militant', 'birds', 'feeding', 'stencil', 'army', 'typeface', 'font', 'team']",False
13877,"['poor', 'henry', 'hes', 'supporting', 'right', 'guy', 'gut', 'dont', 'hurt', 'charlie']",False
13882,"['popcorn', 'candy', 'dinner', 'always', 'knew', 'charlie', 'brown', 'wa', 'spirit', 'animal']",False
13886,"['pop', 'interview', 'remain', 'warm', 'fuzzy']",False
13892,"['posted', 'new', 'song', 'guala']",False
13893,"['posted', 'new', 'song', 'guala', 'music']",False
13896,"['practically', 'got', 'arrested', 'tonight', 'allowed', 'utampa', 'ground', 'year', 'fml', 'im', 'retarded']",False
13897,"['praise', 'thy', 'lord', 'season', 'beany', 'upon', 'u']",False
13900,"['prejudice', 'preconceived', 'awareness', 'based', 'majority', 'interaction', 'negative', 'slant', 'come', 'libs', 'self', 'preservation', 'basis']",False
13910,"['pretty', 'whole', 'yankee', 'thing', 'id', 'rather', 'lose', 'alcs', 'every', 'year', 'live', 'detroit', 'miss', 'real', 'steinbrenner', 'glory', 'days']",False
13922,"['proud', 'redneck', 'patriot']",False
13952,"['put', 'redskin', 'starting', 'lineup', 'instead', 'dolphin', 'itll', 'fun', 'said']",False
13967,"['r', 'b', 'trash', 'compared', 'early']",False
13968,"['rsurge', 'charlie', 'bakerr', 'point', 'demostate', 'mass', 'coakleyd', 'dog', 'via']",False
13970,"['republican', 'take', 'massachusetts', 'governorship', 'coakley', 'conceds', 'gov', 'race', 'charlie', 'baker']",False
13977,"['jane', 'seymour', 'rock', 'bikini', 'crazy', 'aunt', 'jane']",False
13988,"['jihadi', 'killed', 'brendan', 'tev', 'lin', 'n', 'j', 'w', 'least', 'others', 'part', 'terrorist', 'ring', 'yr', 'ago', 'http']",False
13990,"['twitter', 'tipped', 'cap', 'say', 'farewell', 'captain', 'jeter', 'yankee', 'stadium', 'finale', 'video']",False
14000,"['prob', 'def', 'good', 'early', 'set', 'energy', 'tool', 'want', 'tune', 'le', 'ho']",False
14004,"['bee', 'mets', 'yankee', 'lost', 'good', 'day', 'baseball']",False
14012,"['check', 'homie', 'sole', 'sauce', 'stuff', 'doe', 'miracle']",False
14015,"['muslim', 'jihadi', 'keep', 'calm', 'pj', 'net', 'cot', 'gdn', 'c', 'cot', 'red', 'nation', 'rising', 'tea', 'party', 'nra']",False
14033,"['get', 'attached', 'people', 'jump', 'trash', 'feel', 'way']",False
14037,"['oregon', 'state', 'wr', 'popular', 'ers', 'pick', 'recent', 'mock', 'draft', 'draft', 'tracker']",False
14039,"['hungover', 'feeling', 'yeelow', 'dbh', 'yellow']",False
14041,"['best', 'thing', 'ever', 'driving', 'past', 'crowd', 'people', 'show', 'seeing', 'bandanna', 'coloured', 'hair', 'shirt', 'youve', 'made']",False
14050,"['portable', 'septic', 'tank', 'al', 'pesky', 'feeling']",False
14057,"['colorado', 'lawmaker', 'consider', 'nation', 'st', 'wind', 'energy', 'legislation', 'protect', 'birds', 'bats']",False
14058,"['neon', 'ics', 'deadly', 'birds', 'like', 'american', 'kestrel', 'bees', 'ask', 'take', 'shelf', 'eco', 'wed']",False
14060,"['bron', 'pregame', 'speech', 'trash', 'though', 'lmao']",False
14064,"['rain', 'shower', 'weepy', 'fog', 'soft', 'light', 'cool', 'touch', 'wild', 'wind', 'carry', 'music', 'bird', 'cease', 'soar', 'feel']",False
14066,"['black', 'american', 'worse', 'bho', 'well', 'researched', 'article', 'bound', 'elicit', 'cry', 'uncle', 'tom']",False
14069,"['fec', 'may', 'yank', 'st', 'amendment', 'guard', 'drudge', 'rest', 'internet', 'wi', 'union']",False
14070,"['bae', 'mean', 'anyone', 'else', 'ive', 'thinking', 'ghetto', 'word', 'babe', 'baby']",False
14083,"['lifelong', 'yankee', 'fan', 'put', 'aside', 'rooting', 'interest', 'return', 'lost', 'red', 'sox', 'world', 'series', 'ring', 'rightful', 'owner']",False
14085,"['ltima', 'hora', 'el', 'republicano', 'charlie', 'baker', 'elegido', 'gobernador', 'de', 'massachusetts', 'election', 'ap', 'race', 'call']",False
14101,"['would', 'look', 'feather', 'instead', 'fur', 'would', 'able', 'eat', 'bird', 'feeder', 'without', 'getting', 'judging', 'gla']",False
14102,"['accidentally', 'ate', 'firefly', 'last', 'night', 'chewing', 'leaf', 'found', 'shameful', 'yellow', 'glow', 'mouth', 'wa']",False
14105,"['grateful', 'profound', 'hospitality', 'volunteer', 'open', 'home', 'patient', 'traveling', 'long', 'distance', 'abo']",False
14106,"['wen', 'u', 'look', 'liek', 'trash', 'n', 'sum', 'complimentz', 'u']",False
14108,"['doe', 'julia', 'robert', 'seem', 'completely', 'shocked', 'shes', 'nominated', 'hey', 'julia', 'youre', 'gown', 'jig', 'emm']",False
14109,"['great', 'job', 'yankee', 'giving', 'brian', 'cashman', 'new', 'contract', 'hater', 'wrong', 'cc']",False
14110,"['think', 'flat', 'wrong', 'blame', 'brian', 'cashman', 'yankee']",False
14111,"['working', 'theory', 'selective', 'race', 'abortion', 'ban', 'passed', 'florida', 'today', 'wa', 'excuse', 'redneck', 'rep', 'say']",False
14121,"['bird', 'doesnt', 'sing', 'ha', 'answer', 'sings', 'ha', 'song', 'maya', 'angelou', 'poetry', 'writing']",False
14124,"['feel', 'playing', 'flappy', 'bird']",False
14129,"['fox', 'news', 'mock', 'victim', 'ray', 'rice', 'elevator', 'assault', 'think', 'message', 'take', 'stair', 'ht']",False
14135,"['rick', 'scott', 'refuse', 'appear', 'debate', 'stage', 'charlie', 'crist', 'ha', 'illegal', 'electronic', 'fan', 'via']",False
14142,"['people', 'ghetto', 'rising', 'fighting', 'back', 'whose', 'side', 'gaza']",False
14145,"['white', 'culture', 'thinking', 'weave', 'ratchet', 'ghetto', 'extension', 'perfectly', 'fine']",False
14151,"['got', 'gatorades', 'twinkie', 'rice', 'pudding', 'pringles', 'cooky']",False
14152,"['kissin', 'small', 'lip', 'trash', 'lol', 'yes']",False
14161,"['mean', 'sometimes', 'eating', 'carton', 'double', 'stuf', 'oreo', 'option']",False
14163,"['youre', 'responsible', 'story', 'inside', 'dont', 'let', 'selfdoubt', 'cripple', 'creativity', 'editing', 'writing', 'write', 'tip']",False
14164,"['parent', 'phoenix', 'say', 'administrator', 'made', 'son', 'wear', 'pink', 'fairy', 'wing', 'first', 'day', 'high', 'school']",False
14165,"['men', 'interrupt', 'woman', 'quibble', 'irrelevant', 'issue', 'sole', 'purpose', 'derailing', 'conversation', 'sa']",False
14167,"['bad', 'monkey', 'amazing', 'timing']",False
14174,"['big', 'bird', 'ha', 'spoken', 'wa', 'weak']",False
14176,"['justice', 'british', 'seagull', 'spraypainted', 'red', 'thug', 'bird', 'able', 'fly', 'anymore', 'h']",False
14180,"['like', 'asian', 'struggle', 'squinty', 'eye', 'every', 'picture']",False
14183,"['charlie', 'crist', 'say', 'ocare', 'ha', 'great', 'c', 'cot', 'cot', 'tea', 'party', 'pj', 'net', 'independents', 'htt']",False
14197,"['halloween', 'candy', 'corn', 'bird']",False
14207,"['honk', 'horn', 'second', 'light', 'turn', 'green', 'shut', 'car', 'lay', 'hood', 'feed', 'bird', 'fo']",False
14211,"['rt', 'far', 'right', 'hero', 'allaround', 'rwnj', 'dsouza', 'took', 'twitter', 'thanksgiving', 'mock', 'trayvon', 'martin', 'murdered', 'k']",False
14213,"['christian', 'massacred', 'jihadi', 'muslim', 'slept', 'including', 'pastor', 'wife', 'kid']",False
14214,"['oh', 'torrence', 'cant', 'stand', 'cheer', 'leading', 'squad', 'love', 'pom', 'pom', 'ill', 'feed', 'bon', 'bons', 'night']",False
14237,"['woman', 'play', 'casual', 'game', 'like', 'kim', 'k', 'game', 'anger', 'bird', 'dont', 'play', 'real', 'game', 'like', 'male', 'power', 'fantasy', 'jingoi']",False
14239,"['ask', 'august', 'tall', 'keep', 'getting', 'different', 'answer', 'different', 'people', 'abo']",False
14240,"['praying', 'todays', 'g', 'picture', 'dont', 'come', 'yellow']",False
14242,"['theres', 'nothing', 'hotter', 'pale', 'albino', 'chick', 'play', 'guitar']",False
14244,"['trash', 'bag', 'full', 'barely', 'tie', 'sttopp']",False
14245,"['want', 'pet', 'monkey']",False
14249,"['apology', 'trash', 'whats', 'understood', 'aint', 'gotta', 'explained']",False
14250,"['rape', 'never', 'something', 'mock', 'like', 'stand', 'jada', 'jada', 'pose']",False
14257,"['cue', 'liberal', 'lefts', 'uncle', 'tom', 'attack', 'tim', 'scott', 'cot', 'tea', 'party', 'gop']",False
14259,"['whatchu', 'sayin', 'hoe', 'know', 'im', 'man', 'hoe']",False
14287,"['look', 'like', 'trash', 'someone', 'compliment']",False
14291,"['instant', 'mashed', 'potato', 'trash']",False
14292,"['charlie', 'crist', 'said', 'rick', 'scott', 'shady', 'sunshine', 'state']",False
14310,"['george', 'steinbrenners', 'first', 'yankee', 'news', 'conference', 'said', 'wouldnt', 'interfere', 'baseball', 'decision', 'promising']",False
14311,"['year', 'old', 'girl', 'struck', 'babe', 'ruth', 'lou', 'gehrig', 'back', 'back', 'wa', 'banned', 'baseball', 'yankees']",False
14312,"['big', 'trash', 'year', 'lol', 'basketball', 'conference']",False
14319,"['nfl', 'equal', 'season', 'everybody', 'showed', 'glimpse', 'trash']",False
14336,"['afl', 'ha', 'american', 'draft', 'system', 'bear', 'brother', 'couple', 'yank', 'playing', 'list']",False
14338,"['poont', 'gotta', 'trash']",False
14348,"['crazy', 'rb', 'picked', 'yet', 'rb', 'roy', 'yr', 'ago', 'rb', 'wa', 'mvp', 'ppl', 'get', 'important', 'position', 'insane', 'ho']",False
14354,"['charlie', 'sheen', 'ice', 'bucket', 'challenge', 'right', 'way']",False
14355,"['sagittarius', 'compassionate', 'towards', 'people', 'want', 'especially', 'towards', 'one', 'care', 'abo']",False
14359,"['bey', 'lost', 'ring', 'met', 'gala', 'jay', 'found', 'instead', 'giving', 'back', 'gave', 'mock', 'proposal', 'http']",False
14360,"['breaking', 'news', 'street', 'art', 'graffiti', 'new', 'mural', 'duo', 'etamcru', 'rome', 'italy', 'morning', 'breakfast', 'coffee', 'trash']",False
14363,"['iphone', 'ha', 'million', 'time', 'storage', 'apollo', 'spacecraft', 'computer', 'went', 'moon', 'throw', 'bird']",False
14365,"['cant', 'believe', 'cop', 'shot', 'fine', 'young', 'man', 'go', 'cure', 'cancer', 'ferguson', 'october']",False
14368,"['one', 'yankee', 'wouldnt', 'letting', 'polanco', 'sit', 'minor', 'league', 'theyre', 'w']",False
14373,"['luv', 'riding', 'metro', 'north', 'sour', 'drunk', 'yankees', 'fan', 'loss', 'bad', 'mets', 'fan', 'queens', 'day']",False
14374,"['gave', 'gun', 'control', 'chance', 'failed', 'gun', 'sense', 'nonsense', 'moms', 'demand', 'statist', 'trash']",False
14377,"['star', 'wink', 'knowingly', 'smile', 'see', 'two', 'lover', 'kissing', 'secluded', 'bridge', 'balmy', 'autumn', 'nig']",False
14378,"['dont', 'like', 'weather', 'right', 'scaring', 'lol', 'yellow']",False
14391,"['smoking', 'isnt', 'game', 'could', 'get', 'killed', 'monkey', 'see', 'monkey', 'dont', 'smoke', 'smoker', 'yall', 'reason']",False
14392,"['rt', 'youre', 'slope', 'still', 'feel']",False
14394,"['bird', 'throw', 'bird', 'gang', 'eagles', 'nation']",False
14403,"['pat', 'martin', 'gonna', 'show', 'yankee', 'thing', 'two', 'james', 'beard', 'house', 'tonight']",False
14407,"['someone', 'drop', 'trash', 'mixtape', 'dm']",False
14410,"['rt', 'last', 'hour', 'rt', 'last', 'hour', 'half', 'work', 'trash', 'existing']",False
14414,"['favorite', 'episode', 'friend', 'one', 'black', 'mysteriously', 'vanish', 'unemployed', 'white', 'people', 'find', 'affordable', 'ho']",False
14419,"['yellow', 'face']",False
14422,"['video', 'n', 'hurt', 'hit', 'jumper', 'rookie', 'proceeds', 'talk', 'trash', 'ht']",False
14423,"['video', 'cfl', 'lb', 'solomon', 'elimimian', 'trash', 'talk', 'opponent', 'halftime', 'interview']",False
14424,"['video', 'derek', 'jeter', 'hit', 'walkoff', 'single', 'final', 'atbat', 'yankee', 'stadium']",False
14426,"['want', 'punch', 'people', 'mock', 'god']",False
14427,"['homeowner', 'shoot', 'armed', 'suspect', 'attacked', 'pistol', 'whipped']",False
14434,"['call', 'free', 'bird']",False
14436,"['asked', 'betances', 'game', 'like', 'starter', 'someday', 'yankee', 'ever', 'asked', 'would', 'r']",False
14444,"['dont', 'always', 'get', 'drunk', 'pas', 'start', 'making', 'colored', 'duct', 'tape']",False
14451,"['best', 'way', 'make', 'hillbilly', 'something', 'tell', 'cant']",False
14457,"['know', 'twinkie', 'old', 'earth', 'happened', 'benghazi']",False
14459,"['ghetto', 'sour', 'cream']",False
14462,"['crooked', 'number', 'followed', 'shut', 'frame', 'love', 'yankees']",False
14463,"['grinding', 'yankees']",False
14466,"['graphic', 'christian', 'massacred', 'jihadi', 'muslim', 'slept', 'including', 'pastor', 'wife', 'kid']",False
14472,"['charlie', 'last', 'two', 'song', 'quasireligious', 'song', 'sake', 'whos', 'coming', 'next']",False
14476,"['addy', 'batman', 'parent', 'dead', 'yup', 'superman', 'yup', 'going', 'die', 'ad', 'ho']",False
14478,"['gasoline', 'daddy', 'yankee']",False
14479,"['green', 'yellow', 'lil', 'wayne']",False
14481,"['im', 'sick', 'head', 'cold', 'suck', 'top', 'challange', 'beer', 'chug']",False
14492,"['wiz', 'garbage', 'put', 'trash', 'known', 'beyoncé', 'put', 'dumpster', 'known', 'vmas']",False
14501,"['charlie', 'sheen', 'legend', 'bros']",False
14513,"['study', 'bird', 'closely', 'see', 'spot', 'female', 'done', 'even', 'limited', 'bird', 'watching', 'skill']",False
14514,"['getting', 'painful', 'experience', 'like', 'crossing', 'monkey', 'bar', 'let', 'go', 'point', 'order', 'move', 'forward']",False
14518,"['day', 'yankee', 'pitcher', 'catcher', 'report']",False
14526,"['abel', 'yr', 'old', 'beaner', 'working', 'home', 'depot', 'didnt', 'want', 'hang', 'major', 'l']",False
14543,"['chicken', 'fry', 'shake', 'perfection']",False
14546,"['photographer', 'hid', 'trash', 'get', 'adorable', 'engagement', 'photo']",False
14556,"['iphone', 'trash', 'watch', 'glo']",False
14557,"['paid', 'hold', 'monkey', 'look', 'monkey', 'real', 'af']",False
14559,"['taking', 'trash', 'night']",False
14563,"['breathe', 'easy', 'twinkie', 'due', 'back', 'shelf', 'summer']",False
14565,"['report', 'say', 'female', 'victim', 'wa', 'shot', 'waiting', 'oreo', 'mcflurry']",False
14573,"['human', 'arent', 'delicious', 'ho', 'rt', 'smarter', 'dog', 'yearold', 'child', 'eat']",False
14646,"['early', 'bird', 'catch', 'worm', 'people']",False
14648,"['make', 'way', 'right', 'trash', 'rt', 'new', 'season', 'new', 'shoe', 'make', 'way', 'way', 'wade', 'http']",False
14652,"['wifes', 'sort', 'bootscootin', 'singing', 'little', 'le', 'talk', 'lot', 'action', 'wa', 'ho']",False
14683,"['part', 'cousin', 'dannys', 'yankee', 'swap', 'pretty', 'hilarious', 'clever', 'danny']",False
14685,"['nice', 'roundup', 'voice', 'china', 'africa', 'relation', 'chinaafrica', 'trade', 'oriental', 'allure']",False
14687,"['kid', 'listened', 'na', 'showed', 'new', 'perspective', 'coming', 'ghetto', 'like', 'pimp', 'c']",False
14693,"['udonis', 'talking', 'big', 'trash', 'lance', 'lebron', 'hold', 'back']",False
14695,"['call', 'martin', 'baker', 'uncle', 'tom', 'uppity', 'hes', 'siding', 'majority', 'pure', 'ignorance']",False
14696,"['great', 'weather', 'hit', 'slope', 'weekend', 'open', 'saturday', 'cow', 'x', 'ski', 'season', 'ht']",False
14711,"['anglosaxon', 'calendar', 'november', 'considered', 'first', 'day', 'winter', 'winters', 'day', 'http']",False
14716,"['bunch', 'rapper', 'boutta', 'flood', 'internet', 'w', 'trash', 'remixes']",False
14731,"['ran', 'outside', 'mullet', 'flowin', 'nip', 'shown', 'shotgunned', 'cold', 'one', 'yelled', 'saturday', 'welcome', 'back', 'sexy', 'beast', 'mer']",False
14733,"['tennessee', 'isnt', 'even', 'orange', 'like', 'vitamin', 'pee', 'yellow']",False
14737,"['roommate', 'sex', 'im', 'eating', 'oreo', 'gonna', 'great', 'year', 'kutztown', 'university']",False
14751,"['isi', 'supporter', 'america', 'jihadis', 'next', 'door']",False
14753,"['went', 'college', 'every', 'college', 'got', 'bird', 'class', 'u', 'get', 'ya', 'friend', 'sign', 'u', 'get', 'class', 'rashad']",False
14761,"['rihanna', 'really', 'trash']",False
14764,"['let', 'dem', 'concerntrolling', 'commence', 'earnest', 'wagon', 'ho']",False
14765,"['mustwatch', 'bill', 'maher', 'school', 'pb', 'host', 'charlie', 'rose', 'islams', 'illiberal', 'belief']",False
14772,"['found', 'original', 'yellow', 'bracelet', 'first', 'person', 'thought', 'wa']",False
14778,"['parque', 'de', 'atracciones', 'abandonado', 'en', 'japón']",False
14780,"['waiting', 'take', 'ny', 'get', 'nip', 'pierced']",False
14798,"['bend', 'pick', 'trash']",False
14836,"['cant', 'wait', 'wear', 'warm', 'fuzzy', 'sweater']",False
14837,"['baby', 'monkey', 'snow', 'im', 'cry']",False
14840,"['love', 'nig', 'squad']",False
14843,"['im', 'finally', 'ready', 'mass', 'market', 'skidmarkresistant', 'tighty', 'whities', 'apparently', 'uncrustables', 'already', 'taken', 'fu']",False
14853,"['paranoid', 'fear', 'sharia', 'right', 'boil', 'christian', 'fundamentalist', 'sole', 'oppressor', 'persecu']",False
14866,"['godiva', 'chocolate', 'dipped', 'oreo']",False
14879,"['new', 'nature', 'area', 'replacing', 'indian', 'boundary', 'parks', 'former', 'zoo', 'expected', 'attract', 'variety', 'migratory', 'bird']",False
14881,"['shy', 'bladder', 'group', 'protest', 'rob', 'lowe', 'directv', 'ad']",False
14887,"['kate', 'uptons', 'leaked', 'nude', 'today', 'bitch', 'lo']",False
14889,"['yo', 'bcu', 'band', 'made', 'ucf', 'band', 'look', 'like', 'trash']",False
14892,"['ghetto', 'ud', 'win', 'tonight']",False
14902,"['bbc', 'american', 'version', 'trash']",False
14908,"['even', 'though', 'bird', 'fly', 'must', 'land', 'earth']",False
14909,"['flappy', 'bird', 'cheat', 'code']",False
